movie_id,tweets
114369,"RT @Matthyasse: S

Titre : Spirited Away (2001)

Note : 5

Mentions honorables : Shaun of the Dead (2004) / Se7en (1995) / the Shawshank Re…"
114508,"Settling in on a story idea 💡 for this Old Woman 👵 exercise
&amp; leaning more toward Ma Beagle or a toss up between 🪙… https://t.co/gda1pVML86"
114508,"WATCH &amp; WIN! 
This Saturday get your popcorn ready and enjoy the 1995 American science fiction horror film, SPECIES… https://t.co/PGePJ3iwNd"
114508,"half SPECIES (1995) half CHERNOBYL (2019), russian-made with lynchy touches"
114508,"Karin Moyer says it’s going to break her heart to leave her house and hosta garden behind. More than 129 species, c… https://t.co/rLkBk3VfkT"
114508,"Of 1995–2002 tufted floccus species are capable of"
114508,"RT @GenusUnknown: This is your periodic reminder that Forest Whitaker and Ben Kingsley are both in Species (1995), somehow."
114814,"RT @Dart_Adams: NO. Shit, Reservoir Dogs (1992), El Mariachi (1993), Clerks (1994) &amp; The Usual Suspects (1995), Bottle Rocket (19…"
114814,"Write a pitch for the following film: Platoon (1986) meets The Usual Suspects (1995) and it's a Horror Film ."
114814,"NO. Shit, Reservoir Dogs (1992), El Mariachi (1993), Clerks (1994) &amp; The Usual Suspects (1995), Bottle Roc… https://t.co/dtLsdeDbrU"
114814,"Invent your world. Surround yourself with people, color, sounds, and work that nourish you.

- Monica Bellucci,
The Usual Suspects (1995)"
114814,"RT @Manuwar2020: #CinnamonSpringFilmFun
May 7th: Favorite macro shot
Movie: The Usual Suspects (1995)
3 Macro shots from the movie https://…"
114814,"#CinnamonSpringFilmFun
May 7th: Favorite macro shot
Movie: The Usual Suspects (1995)
3 Macro shots from the movie https://t.co/aVZZjkwEYp"
114814,"The Usual Suspects (1995) 👞🧨

#theusualsuspects https://t.co/xqvUUrGIxf"
114814,"33. The Lion King (1994)8.5/10
Animation,Adventure,Drama

34. The Usual Suspects (1995)8.5/10
Crime,Mystery,Thrille… https://t.co/sus9IRS06W"
114814,"The Usual Suspects (1995) https://t.co/BluilhadjI"
114814,"@ThatEricAlper The Usual Suspects (1995)"
119282,"RT @CBPolt: The opening sequence of Walt Disney's Hercules (1997) is filled with depictions of actual works of physical art — an appreciati…"
119282,"RT @CBPolt: A fun reference in Disney's Hercules (1997) lasting only a few frames: in the training montage, Hercules smashes Phil into seve…"
119282,"Hercules (1997) - Read 589 Movie Reviews 
Link: https://t.co/KQlt2witTU 
#Hercules #MovieReviews"
119282,"RT @HALEPRINT: Just to be clear if this was Hercules (1997) Derek would have turned into a god so indeed I think he deserved it"
119282,"Just to be clear if this was Hercules (1997) Derek would have turned into a god so indeed I think he deserved it https://t.co/DGxB9ge3Sp"
120737,"RT @moviedetail: In The Hobbit: An Unexpected Journey (2012), the platform Bofur is dancing on here is the same one at the Council of Elron…"
120737,"The Lord of the Rings: The Fellowship of the Ring (Peter Jackson, 2001) 🎞️🔄 https://t.co/NiZZwt6t2Y"
120737,"RT @Emystrange_: #CinnamonSpringFilmFun
May 7: Macro scene in a film
📽 The Lord of the Rings: The Fellowship of the Ring)
2001 https://t.co…"
120737,"#CinnamonSpringFilmFun
May 7: Macro scene in a film
📽 The Lord of the Rings: The Fellowship of the Ring)
2001 https://t.co/AKhEAJW4ps"
120737,"The Lord of the Rings: The Fellowship of the Ring (2001) - Read 1,025 Movie Reviews 
Link: https://t.co/Ht1heLY2F7… https://t.co/TWOsSgIaxY"
120737,"In The Hobbit: An Unexpected Journey (2012), the platform Bofur is dancing on here is the same one at the Council o… https://t.co/dVussY3JK1"
120737,"RT @suspeeria: the lord of the rings: the fellowship of the ring (2001) https://t.co/tLXwHNBt0i"
120737,"RT @AntoMaylin: May 6: Password in a movie.
 'The Lord of the Rings: The Fellowship of the Ring' (2001) #Bales2021FilmChallenge https://t.c…"
120737,"RT @archivery: The Lord of the Rings: The Fellowship of the Ring (Peter Jackson, 2001) https://t.co/GPJSSmmkXr"
120737,"Think as a wise man but communicate in the language of the people.

- Ed Harris,
The Lord of the Rings: The Fellowship of the Ring (2001)"
120737,"May 6: Password in a movie.
 'The Lord of the Rings: The Fellowship of the Ring' (2001) #Bales2021FilmChallenge https://t.co/JHifewtewm"
120737,"RT @LostInFilm: 'The Lord of the Rings: The Fellowship of the Ring’ (2001, Peter Jackson). Cinematography: Andrew Lesnie. https://t.co/7u4b…"
137523,"RT @CallionMonica: FIGHT CLUB (1999) https://t.co/v6hoTS8D1x"
137523,"RT @moviedetail: Marla from Fight Club (1999) and Teddy from Memento (2000) have the same phone number. https://t.co/yN4lRJfdlJ"
137523,"Channel Brad Pitt's 1999 Fight Club style with this summertime-ready recreation from Far Afield. @farafield_uk https://t.co/LRryQZv2NI"
137523,"RT @thecinesthetic: Fight Club (1999) dir. David Fincher https://t.co/GGU4e80xaU"
181875,"Almost Famous (2000) https://t.co/q0xzkBL5Xa"
181875,"RT @nathanielr: The next Supporting Actress Smackdown is coming in 2 weeks (so get your votes in) celebrating the year 2000. Excited to sha…"
181875,"@tcm Almost Famous (2000), when you guys aired it too"
181875,"The next Supporting Actress Smackdown is coming in 2 weeks (so get your votes in) celebrating the year 2000. Excite… https://t.co/UrFxUC7PAO"
181875,"📺Almost famous (2000)"
181875,"33. “Something tells me, twenty years from now, we’ll remember her and not much else.”

Almost Famous (2000) dir. C… https://t.co/6SzLz4fYpX"
181875,"almost famous (2000)
dir.cameron crowe https://t.co/H87JOigpAp"
181875,"Almost Famous (2000) ★★★
extended version
is far far far, far too long
is that cheating? yes
https://t.co/XlucMpt4Sl"
181875,"RT @MOONDAlSY: almost famous (2000) https://t.co/nezx9IDKwp"
181875,"#Fave00sMoviesAtoZ #FilmTwitter 

One favorite film per letter from the 2000s (+ up to 4 runners-up).  Others are e… https://t.co/DTmeBaQgIx"
237572,"MV Kalangala is the only active public  vessel plying the Kalangala –Entebbe route and was built in 2005 in fulfilm… https://t.co/A5FbHtrdva"
237572,"@HoldanaOfficial Nice project..
I pledge my alliance..
We move..
Upto the moon
@LeoheartedRKS 
@Pratiks656 
@2001_anish"
237572,"@c_v @SoundersFCfan I hated being forced to say the pledge of allegiance so around 2001 I stopped. When I was in hi… https://t.co/ZG6c7vyLtl"
247745,"💫 Congrats to @AaronPackineau who found gif #135928 Super Troopers (Jay Chandrasekhar - 2001) in 53s. https://t.co/KmfztRym0J"
247745,"RT @RStoned171: Beerfest (2006) VS
Super Troopers (2001)
Which ONE do you choose ? https://t.co/sjrvLeltDb"
247745,"Beerfest (2006) VS
Super Troopers (2001)
Which ONE do you choose ? https://t.co/sjrvLeltDb"
247745,"Day 29: Someone Pulls Up Zipper in Movie

Super Troopers (2001)

“What are you selling, Mac, hot dogs?”

(Playing c… https://t.co/17PH6Tzpo5"
247745,"Movie round-up for April:

🎬 To Live and Die in LA (1985)
🎬 St. Vincent (2014)
🎬 Super Troopers (2001)
🎬 The Nice G… https://t.co/Wywnx2VpRv"
267626,"K-19 would be decommissioned in 1990 and sold for scrap. A 2002 movie — “K-19: The Widowmaker” starring Harrison Fo… https://t.co/QM07FlcRbK"
289879,"The Butterfly Effect (dir. Eric Bress &amp; J. Mackye Gruber, 2004) https://t.co/vqdkwJAoHU"
289879,"the butterfly effect [2004]"
289879,"RT @Quifergo: @Tvecinofavorito The butterfly effect (Eric Bress &amp; J. Mackye Gruber, 2004) https://t.co/065qOKbUPa"
289879,"@ThatEricAlper The butterfly effect 2004."
289879,"#Films vanavond op #TV:
20:03, @RTL7: A Bridge Too Far, https://t.co/xdRzVssn4z
20:30, @Net5: Schindler's List,… https://t.co/QFTp9yUSIX"
289879,"@Tvecinofavorito The butterfly effect (Eric Bress &amp; J. Mackye Gruber, 2004) https://t.co/065qOKbUPa"
289879,"RT @ImagenRetro: The Butterfly Effect, 2004. 🎬 https://t.co/1zGtIUd9U0"
289879,"The Butterfly Effect ( 2004 )"
289879,"@connor_dot_net You’ll need to watch the 2004 sci-fi thriller The Butterfly Effect starring Ashton Kutcher"
289879,"The Butterfly Effect (2004) https://t.co/CFKn2wO7E4"
289879,"Las mejores peliculas de Ashton Kutcher:

Dude Where's My Car? (2000)
A Lot Like Love (2005)
No Strings Attached (2… https://t.co/6m4uMaqy51"
289879,"RT @ImagenRetro: The Butterfly Effect, 2004. 🎬 https://t.co/jwYBySxRgg"
289879,"Needed something easy tonight, so decided to go with a rewatch that I've not seen it eons. 

#NowWatching The Butterfly Effect (2004)"
289879,"@RachelTobac Bad Boy Bubby (1994)
The Butterfly Effect (2004)
Dogma (1999)"
289879,"Legends of the Fall (1994)
Meet Joe Black (1998)
The Butterfly Effect (2004)
Eternal Sunshine of the Spotless Mind… https://t.co/LkVAVFNjkc"
317740,"Charlie: I took John Bridger's advice. I found somebody I want to spend the rest of my life with and I'm going to h… https://t.co/K9VO5iIoja"
317740,"Movies Watched:
The Italian Job (2003)
#StevieTV"
317740,"It's movie time, I'm watching: The Italian Job (2003) #Movie #Film #StevieTV"
317740,"@unkateef @grantshapps @DVSAgovuk @SMMT The minis in the 2003 remake of The Italian Job were already electric, as… https://t.co/uYd0dQBE5g"
317740,"The Italian Job(2003) is a better movie than The Italian Job(1969)"
317740,"#Bales2021FilmChallenge

Day 6 - Someone types in Password

The Italian Job (2003) ~ Lyle https://t.co/1LjuoVpy9I"
317740,"Tonight's movie: The Italian Job 2003. Never seen this, partly out of sheer loyalty to the original and then forget… https://t.co/2P5xsXfFKY"
317740,"The Italian Job (2003) and 3 more hit the Top 100 iTunes Movies Chart! Trailers and more - https://t.co/tqthG1DCsM https://t.co/zL5HmegeWB"
317740,"@netflix we're putting up your subscription so that we can bring you great new content
Also @netflix New Arrival… https://t.co/DufwKJMIO9"
317740,"De car-chase in The Italian Job (2003) is: very satisfying."
317740,"The poster for the 2003 remake of The Italian Job is one of the worst I’ve ever seen https://t.co/B3WopNp3sT"
317740,"Next up, rewatch on Netflix

54. The Italian Job (2003) https://t.co/6Dj9cPyOno"
317740,"Ive watched the 2003 Italian Job about 15 Times and it’s bloody good"
317740,"The Italian Job ( 2003 ) https://t.co/DDhgdRFNB5"
317740,"The Italian Job (2003)... this has aged ....WELL!!!"
317919,"RT @scoringsessions: Happy 15th Anniversary to MISSION: IMPOSSIBLE III! Here's a little video of @tomcruise conducting the main theme at @m…"
317919,"Here’s How You Can Watch Every Mission: Impossible Movie - As a quick refresher, Ghost Protocol is the fourth film… https://t.co/za2GTkJK8u"
338013,"RT @thecinesthetic: Eternal Sunshine of the Spotless Mind (2004) dir. Michel Gondry https://t.co/6JIEHYA8B6"
338013,"RT @mooviequotes_: Eternal Sunshine of the Spotless Mind (2004) https://t.co/c3NSFJP09N"
338013,"RT @OnePerfectShot: ETERNAL SUNSHINE OF THE SPOTLESS MIND (2004) 

Cinematography by Ellen Kuras 
Directed by Michel Gondry
Explore more sh…"
338013,"RT @OnePerfectShot: ETERNAL SUNSHINE OF THE SPOTLESS MIND (2004) 

Cinematography by Ellen Kuras 
Directed by Michel Gondry
Explore where t…"
338013,"RT @itsFilmatic: Eternal Sunshine of the Spotless Mind (2004), dir. Michel Gondry https://t.co/bSmBezllp2"
338013,"#nw Eternal Sunshine of the Spotless Mind (2004)
Dir. Michel Gondry https://t.co/yWjHMCtuEF"
338013,"eternal sunshine of the spotless mind (2004): that’s what happens when a capricorn dates a sagittarius"
338013,"Eternal Sunshine of the Spotless Mind (2004) dir. Michel Gondry https://t.co/6JIEHYA8B6"
361748,"RT @CINEMA505: Inglourious Basterds (2009) https://t.co/cKmZmFyIh8"
361748,"Inglourious Basterds (2009)

[fuck nazis btw] https://t.co/DiF7zl2tuG"
361748,"RT @stuckinfilms: Badass Female Characters: Shoshanna Dreyfus.                 Inglourious Basterds (2009) https://t.co/nfX46j7l1H"
361748,"Life Is Beautiful (1997)
Son of Saul (2015)
Schindler's List (1993)
Inglourious Basterds (2009) https://t.co/5XI6KgWYPT"
361748,"RT @CINEMAGEMS: Inglourious Basterds (2009) https://t.co/uYOCC2tNiA"
361748,"Not many will admit this today but the rest of the world kinda discovered Memories of Murder after Quentin Tarantin… https://t.co/zc2aKyMNCr"
361748,"@kk_k91 Inglourious Basterds (2009)"
361748,"I rated Inglourious Basterds (2009) 8/10  #IMDb https://t.co/6q4RfWOcYL"
361748,"Inglourious Basterds (2009) https://t.co/AroZhd3BvH"
361748,"9- No Country for Old Men (2007)
10- Chinatown (1974)
11- The Hangover (2009)
12- Inglourious Basterds (2009)
13- B… https://t.co/RyrTTwHzwL"
361748,"RT @CINEMAPALETTES: Inglourious Basterds (2009) dir. Quentin Tarantino https://t.co/55u5zoKg95"
361748,"When you click on Anime Series, but Netflix plays Inglourious Basterds (2009)."
368891,"RT @Compro61: #3DegreesOfBales
May 6: Someone Types in Password in Movie

National Treasure (2004)➡️Harvey Keitel➡️Pulp Fiction (1994) (Chr…"
368891,"#Bales2021FilmChallenge
Day 6:  Password in Movie

Fun Nicolas Cage film about a team who steals the Declaration of… https://t.co/oJLtmlXKyf"
368891,"RT @PGentileOT: Just finished watching #WestSideStory on #TCM.  
#RitaMoreno is a national treasure.  She is an #EGOT club - winning two Em…"
368891,"Just finished watching #WestSideStory on #TCM.  
#RitaMoreno is a national treasure.  She is an #EGOT club - winnin… https://t.co/T4TwkCo9pZ"
368891,"#3DegreesOfBales
May 6: Someone Types in Password in Movie

National Treasure (2004)➡️Harvey Keitel➡️Pulp Fiction (… https://t.co/IEcxpPhyz3"
368891,"#Bales2021FilmChallenge 
May 6: Someone Types in Password in Movie

National Treasure (2004) https://t.co/r6jSAa0uJL"
368891,"If you’re already listening to the record somewhere in the world where it’s available please don’t tell anyone abou… https://t.co/rTh4FPngOm"
368891,"RT @ladyefron: I think the National Treasure (2004) is loosely based on me trying to navigate a multi level parking garage"
368891,"RT @robmccausland: #Bales2021FilmChallenge
May 6: Someone Types in Password
National Treasure (2004; Jon Turteltaub, Dir.)

It's Valley…"
368891,"RT @seulgipringles: National Treasure (2004) - Deleted Scene http://t.co/n8qQiZKRii"
368891,"#Bales2021FilmChallenge

May 6: Someone Types Password In Movie

National Treasure (2004)

https://t.co/agzBAneozI"
369610,"Jurassic World (2015)

As much as I love Jeff Goldblum, The Lost World &amp; Jurassic Park III were kinda bad as sequel… https://t.co/VdnwwotaGG"
369610,"Jurassic World - (2015/2018) https://t.co/VQuoERwPAJ"
369610,"jurassic world (2015) https://t.co/lU5e4EVYRT"
369610,"Jurassic World 2015 - Pterodactyl Attacks Scene 4k https://t.co/nbRbDMUnm4 via @YouTube"
369610,"@CMSLOPOrion @fullytacomatic @scifichick25 Chris Pratt was still seen as Andy from Parks and Rec when he was cast a… https://t.co/y1YNgsIM2M"
369610,"Check out Jurassic World Hero Mashers Dimorphodon Incomplete 2015 Hasbro Used https://t.co/TjUDiz9EKZ @eBay"
369610,"Check out Jurassic World Hero Mashers Stegosaurus Parts Lot 2015 Hasbro Used https://t.co/0QBmYBMGI2 @eBay"
369610,"Jurassic World (2015) https://t.co/2JSpaeKcSa"
369610,"Jurassic World (2015) - Read 1,213 Movie Reviews 
Link: https://t.co/Dq7Uj20JB9 
#JurassicWorld #MovieReviews"
369610,"From the big screen 2 your game console. Accurate depiction sans the gore https://t.co/tP3c3oXzcF #LEGOJurassicGame #videogames"
369610,"@jpandrew2000 My stance is simply this: there were no Dilophosaurs in Jurassic World during the 2015 incident.

The… https://t.co/sryARuk7Un"
369610,"@Askrlfess Jurassic world (2015)
Avengers end game"
369610,"Jurassic World (2015) on #Vidimovie
Watch Now: https://t.co/eGZ9lgVxBD
#JurassicWorld"
369610,"@boyjurassic @genozoic @ChrisLikesDinos @TetZoo I find myself in great agreement with this article. The takeaway fo… https://t.co/NMSR98B5aU"
369610,"Jurassic World (2015) has 97 loud sounds ⬇️

https://t.co/tCuzQ5aFcl

#JurassicWorld #phonophobia https://t.co/1QDtugsXMn"
405422,"31.  u know what i respect women i love women i respect them so much that i completely stay away from them

The 4… https://t.co/gIXu6jicMg"
405422,"RT @StevenReyCristo: Last night, I watched the 2005 classic: 40-Year-Old-Virgin

...I forgot how funny that movie is.

This scene with Roma…"
405422,"lost my the 40-year-old virgin (2005) virginity today 😀👍"
405422,"189. The 40 Year Old Virgin (2005). I thought for some reason the first one wouldn't be WAY TOO LONG but I was wron… https://t.co/z2uvsyzbHt"
405422,"#ClassicsForSheil 
Snatch (2000)
Oceans 11 (2001)
Gladiator (2000)
Inception (2010)
Tenet (2020)
The Shawshank Rede… https://t.co/moOM9abXRM"
405422,"The 40-Year-Old Virgin (2005)"
405422,"@schfess [ ] THE SANDLOD (1993)
[ ] MY GIRL (1991)
[ ] STAND BY ME (1986)
[ ] RICHIE RICH (1994)
[ ] TITANIC (1997)… https://t.co/r3cHdSR3BB"
405422,"Now watching Judd Apatow's 2005 film The 40 year old Virgin. https://t.co/x7nURLVgkb"
437086,"RT @AlitaArmy: https://t.co/CtvQU5M5NF: 10 Reasons Alita: Battle Angel Is The Best Live-Action Manga Adaptation Ever

In the wake of titan…"
437086,"RT @taylorsumelj: Week 9: Alita: Battle Angel (2019) #BCM325 https://t.co/42CcIRHqoK"
437086,"RT @MeggenP7: Good morning #bcm325! Today we will be watching Alita: Battle Angel, a 2019 cyberpunk film based on Japanese manga artist Yuk…"
437086,"RT @gunnmpanels: Chinese promotional art for Battle Angel : Alita (2019) https://t.co/WnpmwEIicj"
